"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19","should render correctly on Android, with white header","<PageWithHeader/>","Thu May 15 12:58:04 UTC 2025","passed","Thu May 15 12:58:04 UTC 2025","","","",""
"","2","should return educonnect flow if only educonnect method is allowed when user is NOT registered in Pacific Franc region","computeIdentificationMethod","Thu May 15 12:56:33 UTC 2025","passed","Thu May 15 12:56:33 UTC 2025","","educonnectOnlyMethod","",""
"","28","should log error on sentry when error is not an EduConnectError","EduConnectErrorBoundary component","Thu May 15 12:57:58 UTC 2025","passed","Thu May 15 12:57:58 UTC 2025","","","",""
"","369","should enable continue button when birthdate is valid","<SetBirthday />","Thu May 15 12:56:59 UTC 2025","passed","Thu May 15 12:56:59 UTC 2025","","submit button behavior","",""
"","48","should not display category suggestion when not native category suggested and searchGroup is unavailable","AutocompleteOfferItem component","Thu May 15 12:55:44 UTC 2025","passed","Thu May 15 12:55:44 UTC 2025","","when item is in the first three suggestions","",""
"","5","should return false when user has already filled cultural survey","useShouldShowCulturalSurveyForBeneficiaryUser()","Thu May 15 12:56:29 UTC 2025","passed","Thu May 15 12:56:29 UTC 2025","","","",""
"","2","getHeadingAttrs(6) = {accessibilityRole: 'heading', accessibilityLevel: $display, dir: 'ltr'}","getHeadingAttrs()","Thu May 15 12:58:08 UTC 2025","passed","Thu May 15 12:58:08 UTC 2025","","","",""
"","23","should call sentry's init() when enabled","eventMonitoring","Thu May 15 12:57:39 UTC 2025","passed","Thu May 15 12:57:39 UTC 2025","","init()","",""
"","482","should not have basic accessibility issues when user is not logged in","<Favorites/>","Thu May 15 12:56:29 UTC 2025","passed","Thu May 15 12:56:29 UTC 2025","","Accessibility","",""
"","53","should show hit numbers even if nbHits is at 0 but hits are not null","useSearchResults","Thu May 15 12:55:51 UTC 2025","passed","Thu May 15 12:55:51 UTC 2025","","useSearchInfiniteQuery","",""
"","237","should dispatch empty answers on go back","CulturalSurveyQuestions page","Thu May 15 12:56:06 UTC 2025","passed","Thu May 15 12:56:07 UTC 2025","","","",""
"","151","should have localization mode AROUND_PLACE when user comes from deeplink, geolocPosition is false and has AROUND_PLACE","ThematicHome","Thu May 15 12:55:57 UTC 2025","passed","Thu May 15 12:55:57 UTC 2025","","localization","",""
"","33","should render the next arrow icon when type is ""navigable""","SectionRowContent","Thu May 15 12:57:21 UTC 2025","passed","Thu May 15 12:57:22 UTC 2025","","","",""
"","49","should display by email withdrawal delay when delay is specified and email is normally received","TicketBody","Thu May 15 12:56:25 UTC 2025","passed","Thu May 15 12:56:25 UTC 2025","","Withdrawal","",""
"","2","should filter config by venueType when searchGroupLabel is not provided","gtlPlaylist helpers functions","Thu May 15 12:56:05 UTC 2025","passed","Thu May 15 12:56:05 UTC 2025","","filterGtlPlaylistConfigByLabel","",""
"","10","should return ""0"" for displayedCount when count is undefined","handleTooManyCount","Thu May 15 12:56:50 UTC 2025","passed","Thu May 15 12:56:50 UTC 2025","","","",""
"","8","useSubcategory(ABO_PLATEFORME_VIDEO) = { isEvent: false, categoryId: FILM, searchGroupName: FILMS_DOCUMENTAIRES_SERIES }","useSubcategory","Thu May 15 12:55:49 UTC 2025","passed","Thu May 15 12:55:49 UTC 2025","","","",""
"","330","should select the correct country calling code when the user select a calling code","<CountryPicker />","Thu May 15 12:57:40 UTC 2025","passed","Thu May 15 12:57:41 UTC 2025","","","",""
"","77","navigates to Profile on Profile tab click","TabBar","Thu May 15 12:55:44 UTC 2025","passed","Thu May 15 12:55:44 UTC 2025","","","",""
"","5","should retrieve the playlist tagged usergrandpublic if available and no playlist tagged master","useSelectHomepageEntry","Thu May 15 12:55:41 UTC 2025","passed","Thu May 15 12:55:41 UTC 2025","general users","default home entry when no remote config available","",""
"","9","getCancelMessage({ confirmationDate: undefined, expirationDate: 01/03/2021 , isDigitalBooking : false, isFreeOfferToArchive : false , user:undefined}) 	=","getCancelMessage","Thu May 15 12:57:48 UTC 2025","passed","Thu May 15 12:57:48 UTC 2025","","","",""
"","254","should display the search price description when minimum price selected","Price component","Thu May 15 12:57:13 UTC 2025","passed","Thu May 15 12:57:13 UTC 2025","","","",""
"","78","should track Batch event when ""On y va !"" button is clicked","<AccountCreated />","Thu May 15 12:56:46 UTC 2025","passed","Thu May 15 12:56:47 UTC 2025","","","",""
"","1","should return stock with category from hour when stock, hour and date defined","getStockWithCategory","Thu May 15 12:55:44 UTC 2025","passed","Thu May 15 12:55:44 UTC 2025","","","",""
"","1","should return false when error code is 400","[api] helpers","Thu May 15 12:55:38 UTC 2025","passed","Thu May 15 12:55:38 UTC 2025","","isAPIExceptionCapturedAsInfo","",""
"","46","should not request ATT when init parameter is false","campaignTracker","Thu May 15 12:57:25 UTC 2025","passed","Thu May 15 12:57:25 UTC 2025","","","",""
"","5","should return ""Membre du Book Club"" when author is null","getChronicleCardTitle","Thu May 15 12:58:03 UTC 2025","passed","Thu May 15 12:58:03 UTC 2025","","","",""
"","5","should return hours when day has information","getOpeningHours","Thu May 15 12:57:12 UTC 2025","passed","Thu May 15 12:57:12 UTC 2025","","","",""
"","2","formatCurrencyFromCents(1190) 	= 11,90 € without format price options","formatCurrencyFromCents()","Thu May 15 12:57:04 UTC 2025","passed","Thu May 15 12:57:04 UTC 2025","","","",""
"","4","formatCurrencyFromCents(-1110) 	= -11,10 € without format price options","formatCurrencyFromCents()","Thu May 15 12:57:04 UTC 2025","passed","Thu May 15 12:57:04 UTC 2025","","","",""
"","1","should return HandicapMental icon for HandicapCategory.MENTAL","getAccessibilityCategoryAndIcon","Thu May 15 12:57:15 UTC 2025","passed","Thu May 15 12:57:15 UTC 2025","","","",""
"","4","getDisplayedPrice([560, 300]) 	= 3 € without format price options","getDisplayedPrice","Thu May 15 12:56:50 UTC 2025","passed","Thu May 15 12:56:50 UTC 2025","","","",""
"","202","should enable login button when both text inputs are filled","<Login/>","Thu May 15 12:55:54 UTC 2025","passed","Thu May 15 12:55:54 UTC 2025","","","",""
"","1","should NOT trigger when user is not logged in","getScreenSeenCount","Thu May 15 12:56:23 UTC 2025","passed","Thu May 15 12:56:23 UTC 2025","","","",""
"","55","should not make request if user is disconnected (and undefined in context)","useHomeRecommendedIdsQuery","Thu May 15 12:57:05 UTC 2025","passed","Thu May 15 12:57:05 UTC 2025","","","",""
"","2","when minPrice has an invalid format","priceSchema","Thu May 15 12:56:25 UTC 2025","passed","Thu May 15 12:56:25 UTC 2025","","should fail","",""
"","136","its most popular category when native category associated to several categories and not associated to the most popular category","AutocompleteOfferItem component","Thu May 15 12:55:43 UTC 2025","passed","Thu May 15 12:55:43 UTC 2025","should execute a search with the query suggestion and","when item is in the first three suggestions","",""
"","12","should disable tracking when refused all cookies","startTrackingAcceptedCookies","Thu May 15 12:56:42 UTC 2025","passed","Thu May 15 12:56:42 UTC 2025","","","",""
"","321","should display booking qr code if offer is physical","BookingDetails","Thu May 15 12:55:45 UTC 2025","passed","Thu May 15 12:55:45 UTC 2025","<DetailedBookingTicket />","OldBookingDetails : when FF WIP_NEW_BOOKING_PAGE is off","",""
"","6","should sort search group names by the key position","useSortedSearchCategories","Thu May 15 12:56:47 UTC 2025","passed","Thu May 15 12:56:47 UTC 2025","","","",""
"","6","should return detailed info for motor disability","getDetailedAccessibilityInfo","Thu May 15 12:57:05 UTC 2025","passed","Thu May 15 12:57:05 UTC 2025","","","",""
"","178","should display offer title","EndedBookingItem","Thu May 15 12:56:07 UTC 2025","passed","Thu May 15 12:56:07 UTC 2025","","","",""
"","1","should return the ""j’aime"" tag if headlineCount and chroniclesCount are set and likesCount >= minLikesValue","getTagConfig","Thu May 15 12:57:37 UTC 2025","passed","Thu May 15 12:57:37 UTC 2025","","","",""
"","187","should return unknown status when no data from firestore","useMaintenance","Thu May 15 12:57:01 UTC 2025","passed","Thu May 15 12:57:01 UTC 2025","","","",""
"","2","should return granted when ACCESS_FINE_LOCATION=granted and ACCESS_COARSE_LOCATION=denied","checkGeolocPermission()","Thu May 15 12:57:24 UTC 2025","passed","Thu May 15 12:57:24 UTC 2025","","","",""
"","10","should return the correct accessibility label with full information","getHighlightAccessibilityLabel","Thu May 15 12:57:49 UTC 2025","passed","Thu May 15 12:57:49 UTC 2025","","","",""
"","22","should display default venue background","<VenueBanner />","Thu May 15 12:57:05 UTC 2025","passed","Thu May 15 12:57:05 UTC 2025","","","",""
"","71","should not change step when date not selected","BookingOfferModalFooter","Thu May 15 12:55:41 UTC 2025","passed","Thu May 15 12:55:41 UTC 2025","","when current step is date selection","",""
"","174","should render prices of stocks in parameter","BookPricesChoice","Thu May 15 12:56:56 UTC 2025","passed","Thu May 15 12:56:56 UTC 2025","","","",""
"","2","should return the correct message if the offer date is not today","<ticketBodyMessages/>","Thu May 15 12:57:38 UTC 2025","passed","Thu May 15 12:57:38 UTC 2025","","getEmailMessage","",""
"","1","should not log open event when status is not-determined","logOpenApp","Thu May 15 12:57:47 UTC 2025","passed","Thu May 15 12:57:47 UTC 2025","","for firebase","",""
"","186","should display snackbar when SSO account is invalid","<SetEmail />","Thu May 15 12:55:54 UTC 2025","passed","Thu May 15 12:55:54 UTC 2025","","SSO","",""
"","10","useCategoryId(ABO_BIBLIOTHEQUE) = LIVRE","useCategoryId","Thu May 15 12:55:58 UTC 2025","passed","Thu May 15 12:55:58 UTC 2025","","","",""
"","6","should remove macro filters correctly","useVenueMapFilters","Thu May 15 12:57:15 UTC 2025","passed","Thu May 15 12:57:15 UTC 2025","","","",""
"","5","should not start tracking accepted cookies if only userId is already in storage","useCookies","Thu May 15 12:55:35 UTC 2025","passed","Thu May 15 12:55:35 UTC 2025","","storage","",""
"","87","should navigate to DMSIntroduction FR when pressing ""Je n’ai pas de smartphone"" button","SelectPhoneStatus","Thu May 15 12:56:44 UTC 2025","passed","Thu May 15 12:56:44 UTC 2025","","","",""
"","1","should fetch with facetFilters when offer duo is true","fetchOffer","Thu May 15 12:55:40 UTC 2025","passed","Thu May 15 12:55:40 UTC 2025","","offer duo","",""
"","5","should share on imessage when imessage mode","share()","Thu May 15 12:56:49 UTC 2025","passed","Thu May 15 12:56:49 UTC 2025","","on iOS","",""
"","14","should not capture an exception when fetch call fails if ApiError and error code is 504","useSimilarOffersQuery","Thu May 15 12:55:49 UTC 2025","passed","Thu May 15 12:55:49 UTC 2025","","","",""
"","267","should log cancelBooking when cancel button is clicked","<BookingDetailsContent />","Thu May 15 12:55:55 UTC 2025","passed","Thu May 15 12:55:55 UTC 2025","","","",""
"","80","should call hideModal function when clicking on Close icon","<DMSModal/>","Thu May 15 12:56:59 UTC 2025","passed","Thu May 15 12:56:59 UTC 2025","","","",""
"","21","should not display Voir plus button when the last line is not filled","CollapsibleTextContent","Thu May 15 12:56:29 UTC 2025","passed","Thu May 15 12:56:29 UTC 2025","","","",""
"","654","should render correctly","AccessibilityDeclarationWeb","Thu May 15 12:57:15 UTC 2025","passed","Thu May 15 12:57:16 UTC 2025","","","",""
"","15","should run infinitely when last message has no `keepDuration`","useRotatingText","Thu May 15 12:57:34 UTC 2025","passed","Thu May 15 12:57:34 UTC 2025","","","",""
"","60","should call resume function when clicking on ""Continuer la vérification""","<QuitIdentityCheckModal/>","Thu May 15 12:56:38 UTC 2025","passed","Thu May 15 12:56:38 UTC 2025","","","",""
"","243","should navigate to mail when pressing on email","<ContactBlock/>","Thu May 15 12:56:23 UTC 2025","passed","Thu May 15 12:56:23 UTC 2025","","","",""
"","2","useSearchGroupLabel(RENCONTRES_CONFERENCES) = Conférences & rencontres","useCategoryId","Thu May 15 12:57:25 UTC 2025","passed","Thu May 15 12:57:25 UTC 2025","","","",""
"","2","should return ""Offre épuisée"" and button should be disabled when offer is expired","getBeneficiaryBookingButtonProps","Thu May 15 12:56:27 UTC 2025","passed","Thu May 15 12:56:27 UTC 2025","","","",""
"","7","should call function to preserve ids offer order when shouldPreserveIdsOrder is true","useAlgoliaSimilarOffersQuery","Thu May 15 12:56:53 UTC 2025","passed","Thu May 15 12:56:53 UTC 2025","","","",""
"","199","should not display chronicles section when there are no chronicles","<OfferContent />","Thu May 15 12:56:18 UTC 2025","passed","Thu May 15 12:56:18 UTC 2025","Chronicles section","movie screening access button","",""
"","1","should return message with offer id when it defined","VenueNotFoundError","Thu May 15 12:57:00 UTC 2025","passed","Thu May 15 12:57:00 UTC 2025","","","",""
"","225","should open url when clicking on the image","BusinessModule component","Thu May 15 12:56:37 UTC 2025","passed","Thu May 15 12:56:37 UTC 2025","","","",""
"","32","should not display subtitles when bookFormat is not defined","ArtistTopOffers","Thu May 15 12:57:45 UTC 2025","passed","Thu May 15 12:57:45 UTC 2025","","","",""
"","2","should replace {email} by my.email2@domain.ext in https://url/?email={email}&otherOption=somethingElse when necessary","getBusinessUrl","Thu May 15 12:57:49 UTC 2025","passed","Thu May 15 12:57:49 UTC 2025","","","",""
"","168","should notify Algolia when pressing an offer","HorizontalOfferTile component","Thu May 15 12:55:47 UTC 2025","passed","Thu May 15 12:55:47 UTC 2025","","","",""
"","9","should open given url when text clicked and text not matching url","ExternalLink","Thu May 15 12:58:05 UTC 2025","passed","Thu May 15 12:58:05 UTC 2025","","","",""
"","58","should only display one active block for 17-year-old","OnboardingAgeInformation","Thu May 15 12:56:29 UTC 2025","passed","Thu May 15 12:56:29 UTC 2025","","","",""
"","4","should return correct labels when count is equal to COUNT_MAX for ""favoris""","createLabels","Thu May 15 12:56:50 UTC 2025","passed","Thu May 15 12:56:50 UTC 2025","","","",""
